date,target_tonnage,actual_production_tonnes,shortfall_gap_tonnes,is_shortfall,rainfall_mm,soil_moisture,ambient_temp_c,ndvi,ndwi,land_surface_temp_c,excavator_ex01_avail,excavator_ex02_avail,excavator_avg_avail,active_haul_trucks,truck_avail_pct,crusher_avail_pct,blast_delay_days,haul_efficiency,shift_efficiency
2023-07-10,1683.3,1441.5,-241.8,1,14.7,0.455,32.4,0.6,0.104,33.7,0.92,0.9,0.91,5,0.83,0.94,0,0.87,0.95
2023-07-11,1683.3,1307.3,-376.0,1,43.4,0.66,28.9,0.628,0.132,29.1,0.92,0.9,0.91,6,1.0,0.94,0,0.67,0.89
2023-07-12,1683.3,817.5,-865.8,1,54.0,0.736,32.2,0.611,0.152,32.0,0.92,0.9,0.91,5,0.83,0.94,1,0.64,0.91
2023-07-13,1683.3,1103.7,-579.6,1,1.8,0.363,27.1,0.619,0.056,28.8,0.92,0.44,0.68,4,0.67,0.94,0,0.9,0.86
2023-07-14,1683.3,1386.7,-296.6,1,1.8,0.363,28.9,0.622,0.034,30.6,0.68,0.9,0.79,5,0.83,0.94,0,0.9,0.92
2023-07-15,1683.3,1313.5,-369.8,1,6.3,0.395,26.9,0.584,0.086,28.4,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.84
2023-07-16,1683.3,1525.4,-157.9,1,9.4,0.417,27.0,0.594,0.036,28.4,0.92,0.9,0.91,5,0.83,0.94,0,0.88,0.94
2023-07-17,1683.3,1325.3,-358.0,1,20.2,0.494,29.7,0.611,0.118,30.7,0.92,0.9,0.91,5,0.83,0.94,0,0.86,0.9
2023-07-18,1683.3,526.3,-1157.0,1,129.2,0.95,26.5,0.648,0.26,25.2,0.92,0.9,0.91,6,1.0,0.94,2,0.58,0.92
2023-07-19,1683.3,1379.0,-304.3,1,19.2,0.487,30.2,0.588,0.13,31.3,0.92,0.9,0.91,5,0.83,0.94,0,0.86,0.89
2023-07-20,1683.3,1720.5,37.2,0,1.8,0.363,26.7,0.625,0.059,28.4,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.92
2023-07-21,1683.3,1108.4,-574.9,1,44.2,0.666,29.4,0.618,0.125,29.6,0.92,0.9,0.91,5,0.83,0.94,0,0.66,0.89
2023-07-22,1683.3,1037.5,-645.8,1,0.9,0.357,28.0,0.579,0.01,29.7,0.92,0.9,0.91,5,0.83,0.94,1,0.9,0.92
2023-07-23,1683.3,1542.1,-141.2,0,14.1,0.451,26.1,0.608,0.081,27.3,0.92,0.9,0.91,5,0.83,0.94,0,0.87,0.97
2023-07-24,1683.3,1909.2,225.9,0,4.3,0.381,30.3,0.613,0.078,31.9,0.92,0.9,0.91,6,1.0,0.94,0,0.89,1.0
2023-07-25,1683.3,1680.0,-3.3,0,8.2,0.409,26.0,0.604,0.103,27.4,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.91
2023-07-26,1683.3,1361.0,-322.3,1,18.1,0.48,24.1,0.614,0.079,25.2,0.92,0.9,0.91,5,0.83,0.94,0,0.87,0.88
2023-07-27,1683.3,1100.4,-582.9,1,20.4,0.496,27.5,0.558,0.08,28.5,0.92,0.9,0.91,4,0.67,0.94,0,0.86,0.92
2023-07-28,1683.3,1538.5,-144.8,0,2.6,0.369,26.2,0.58,0.031,27.8,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.86
2023-07-29,1683.3,1471.7,-211.6,1,2.0,0.364,32.0,0.595,0.026,33.6,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.94
2023-07-30,1683.3,392.5,-1290.8,1,64.2,0.809,29.2,0.587,0.262,28.6,0.92,0.57,0.74,4,0.67,0.94,2,0.62,0.95
2023-07-31,1683.3,571.8,-1111.5,1,45.2,0.673,30.8,0.598,0.131,31.0,0.92,0.41,0.67,5,0.83,0.67,2,0.66,0.99
2023-08-01,1683.3,1065.3,-618.0,1,1.1,0.358,24.0,0.603,0.065,25.7,0.92,0.9,0.91,5,0.83,0.58,0,0.9,0.88
2023-08-02,1683.3,1683.1,-0.2,0,1.5,0.36,29.2,0.588,-0.018,30.9,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.9
2023-08-03,1683.3,1561.9,-121.4,0,4.0,0.378,26.7,0.595,0.044,28.3,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.95
2023-08-04,1683.3,1457.7,-225.6,1,8.3,0.41,28.4,0.569,0.075,29.8,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.87
2023-08-05,1683.3,1459.2,-224.1,1,38.1,0.622,26.5,0.619,0.127,26.9,0.92,0.9,0.91,6,1.0,0.94,0,0.68,0.96
2023-08-06,1683.3,1432.6,-250.7,1,12.0,0.436,31.8,0.593,0.083,33.1,0.92,0.9,0.91,5,0.83,0.94,0,0.88,0.91
2023-08-07,1683.3,358.0,-1325.3,1,99.6,0.95,28.7,0.597,0.278,27.4,0.92,0.9,0.91,5,0.83,0.94,2,0.58,0.9
2023-08-08,1683.3,1632.2,-51.1,0,21.4,0.503,27.3,0.605,0.098,28.2,0.92,0.9,0.91,6,1.0,0.94,0,0.86,0.84
2023-08-09,1683.3,1292.6,-390.7,1,34.9,0.599,22.7,0.586,0.144,23.2,0.92,0.9,0.91,6,1.0,0.94,0,0.68,0.86
2023-08-10,1683.3,782.4,-900.9,1,3.0,0.371,26.4,0.612,0.073,28.0,0.55,0.34,0.44,5,0.83,0.94,0,0.9,0.95
2023-08-11,1683.3,1186.0,-497.3,1,4.7,0.384,26.0,0.576,0.03,27.6,0.92,0.9,0.91,4,0.67,0.94,0,0.89,0.95
2023-08-12,1683.3,1291.0,-392.3,1,22.1,0.508,26.4,0.621,0.083,27.4,0.92,0.9,0.91,5,0.83,0.94,0,0.86,0.9
2023-08-13,1683.3,411.8,-1271.5,1,66.1,0.822,26.8,0.589,0.244,26.2,0.92,0.42,0.67,4,0.67,0.94,2,0.62,0.93
2023-08-14,1683.3,1699.6,16.3,0,15.4,0.46,26.5,0.56,0.082,27.7,0.92,0.9,0.91,6,1.0,0.94,0,0.87,0.92
2023-08-15,1683.3,1243.6,-439.7,1,5.9,0.392,29.5,0.611,0.096,31.1,0.92,0.9,0.91,4,0.67,0.94,0,0.89,0.97
2023-08-16,1683.3,498.5,-1184.8,1,48.7,0.698,24.5,0.6,0.198,24.5,0.92,0.9,0.91,5,0.83,0.94,2,0.65,0.91
2023-08-17,1683.3,1151.6,-531.7,1,0.7,0.355,28.9,0.581,0.077,30.6,0.92,0.9,0.91,4,0.67,0.94,0,0.9,0.91
2023-08-18,1683.3,1875.9,192.6,0,28.4,0.553,29.2,0.612,0.142,29.9,0.92,0.9,0.91,6,1.0,0.94,0,0.85,0.99
2023-08-19,1683.3,1209.7,-473.6,1,2.3,0.367,24.1,0.563,0.032,25.8,0.92,0.9,0.91,4,0.67,0.94,0,0.9,0.94
2023-08-20,1683.3,877.2,-806.1,1,115.3,0.95,27.1,0.594,0.305,25.8,0.92,0.9,0.91,6,1.0,0.94,1,0.58,0.93
2023-08-21,1683.3,435.7,-1247.6,1,92.7,0.95,32.3,0.606,0.258,31.1,0.92,0.9,0.91,5,0.83,0.94,3,0.58,0.93
2023-08-22,1683.3,1428.9,-254.4,1,1.2,0.359,23.7,0.604,0.054,25.5,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.92
2023-08-23,1683.3,1535.9,-147.4,0,1.5,0.361,25.2,0.561,0.036,26.9,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.93
2023-08-24,1683.3,1433.0,-250.3,1,4.2,0.38,27.4,0.606,0.039,29.0,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.89
2023-08-25,1683.3,1392.4,-290.9,1,22.2,0.509,27.4,0.59,0.107,28.3,0.92,0.9,0.91,5,0.83,0.94,0,0.86,0.96
2023-08-26,1683.3,1559.0,-124.3,0,4.6,0.383,25.2,0.606,0.078,26.8,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.97
2023-08-27,1683.3,1022.7,-660.6,1,10.0,0.421,26.4,0.6,0.056,27.8,0.92,0.9,0.91,5,0.83,0.55,0,0.88,0.86
2023-08-28,1683.3,1452.9,-230.4,1,3.4,0.375,24.8,0.607,0.048,26.4,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.89
2023-08-29,1683.3,880.3,-803.0,1,12.8,0.441,28.8,0.565,0.046,30.1,0.53,0.42,0.48,5,0.83,0.94,0,0.88,0.88
2023-08-30,1683.3,966.9,-716.4,1,30.3,0.566,22.3,0.558,0.145,23.0,0.92,0.9,0.91,5,0.83,0.94,1,0.69,0.93
2023-08-31,1683.3,961.6,-721.7,1,3.0,0.372,24.0,0.601,0.017,25.7,0.4,0.9,0.65,4,0.67,0.94,0,0.9,0.85
2023-09-01,1683.3,1793.8,110.5,0,5.3,0.388,30.8,0.6,0.026,32.4,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.95
2023-09-02,1683.3,667.0,-1016.3,1,47.0,0.686,32.3,0.614,0.197,32.3,0.92,0.9,0.91,6,1.0,0.94,2,0.66,0.89
2023-09-03,1683.3,1551.4,-131.9,0,2.5,0.368,33.8,0.608,0.041,35.5,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.91
2023-09-04,1683.3,1470.4,-212.9,1,2.8,0.37,24.3,0.613,0.053,26.0,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.93
2023-09-05,1683.3,689.0,-994.3,1,51.8,0.72,25.3,0.625,0.19,25.2,0.92,0.9,0.91,6,1.0,0.94,2,0.65,0.97
2023-09-06,1683.3,1205.1,-478.2,1,4.3,0.381,29.4,0.622,0.056,31.0,0.92,0.9,0.91,4,0.67,0.94,0,0.89,0.89
2023-09-07,1683.3,1347.8,-335.5,1,31.8,0.577,28.0,0.562,0.145,28.6,0.92,0.9,0.91,6,1.0,0.94,0,0.69,0.92
2023-09-08,1683.3,1123.3,-560.0,1,17.9,0.478,27.8,0.594,0.108,28.9,0.92,0.9,0.91,4,0.67,0.94,0,0.87,0.92
2023-09-09,1683.3,1158.5,-524.8,1,1.1,0.358,28.6,0.561,0.039,30.3,0.92,0.9,0.91,4,0.67,0.94,0,0.9,0.89
2023-09-10,1683.3,1713.7,30.4,0,1.1,0.358,29.1,0.608,0.043,30.8,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.93
2023-09-11,1683.3,1604.8,-78.5,0,0.1,0.351,31.0,0.607,0.064,32.7,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.88
2023-09-12,1683.3,1382.7,-300.6,1,1.4,0.36,31.1,0.646,0.039,32.8,0.68,0.9,0.79,5,0.83,0.62,0,0.9,1.0
2023-09-13,1683.3,1489.8,-193.5,1,3.0,0.372,31.1,0.58,0.054,32.7,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.89
2023-09-14,1683.3,1087.7,-595.6,1,40.6,0.64,28.8,0.606,0.209,29.1,0.92,0.9,0.91,5,0.83,0.94,0,0.67,0.92
2023-09-15,1683.3,1633.6,-49.7,0,3.6,0.376,28.2,0.591,0.079,29.8,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.89
2023-09-16,1683.3,1290.0,-393.3,1,0.5,0.353,30.9,0.62,0.028,32.7,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.84
2023-09-17,1683.3,655.7,-1027.6,1,59.8,0.777,30.1,0.623,0.21,29.7,0.92,0.9,0.91,6,1.0,0.94,2,0.63,0.91
2023-09-18,1683.3,1360.5,-322.8,1,30.7,0.569,25.1,0.595,0.075,25.8,0.92,0.9,0.91,6,1.0,0.94,0,0.69,0.89
2023-09-19,1683.3,1756.3,73.0,0,26.1,0.536,26.7,0.623,0.107,27.6,0.92,0.9,0.91,6,1.0,0.94,0,0.85,0.97
2023-09-20,1683.3,1709.8,26.5,0,29.7,0.562,33.5,0.593,0.139,34.2,0.92,0.9,0.91,6,1.0,0.94,0,0.84,0.93
2023-09-21,1683.3,1411.5,-271.8,1,0.7,0.355,27.8,0.579,0.075,29.6,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.9
2023-09-22,1683.3,1554.6,-128.7,0,0.4,0.353,28.3,0.582,0.072,30.1,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.86
2023-09-23,1683.3,1533.8,-149.5,0,0.4,0.353,32.0,0.624,0.05,33.7,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.96
2023-09-24,1683.3,1076.8,-606.5,1,27.7,0.548,28.1,0.593,0.101,28.8,0.92,0.9,0.91,5,0.83,0.56,0,0.85,0.96
2023-09-25,1683.3,1262.4,-420.9,1,23.7,0.52,29.9,0.615,0.105,30.8,0.92,0.9,0.91,5,0.83,0.94,0,0.85,0.85
2023-09-26,1683.3,1550.6,-132.7,0,1.4,0.36,27.2,0.606,0.041,28.9,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.96
2023-09-27,1683.3,660.5,-1022.8,1,70.4,0.853,22.4,0.627,0.234,21.6,0.92,0.51,0.72,4,0.67,0.94,1,0.61,0.97
2023-09-28,1683.3,712.9,-970.4,1,69.1,0.844,29.7,0.59,0.23,29.0,0.57,0.9,0.74,5,0.83,0.94,1,0.61,0.9
2023-09-29,1683.3,1014.6,-668.7,1,0.3,0.352,29.7,0.605,0.034,31.4,0.92,0.9,0.91,4,0.67,0.94,1,0.9,0.99
2023-09-30,1683.3,1690.4,7.1,0,18.4,0.481,29.9,0.633,0.095,31.0,0.92,0.9,0.91,6,1.0,0.94,0,0.87,0.93
2023-10-01,1783.3,1126.5,-656.8,1,0.9,0.125,29.1,0.278,-0.066,32.0,0.92,0.9,0.91,5,0.83,0.65,0,0.97,0.88
2023-10-02,1783.3,1477.6,-305.7,1,0.0,0.12,27.0,0.261,-0.043,29.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.87
2023-10-03,1783.3,1786.6,3.3,0,0.0,0.12,24.1,0.221,-0.068,27.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.96
2023-10-04,1783.3,1584.9,-198.4,1,0.0,0.12,26.4,0.246,-0.043,29.3,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2023-10-05,1783.3,1740.4,-42.9,0,0.0,0.12,25.9,0.275,-0.045,28.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,1.0
2023-10-06,1783.3,1264.0,-519.3,1,0.0,0.12,26.4,0.283,-0.081,29.3,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.87
2023-10-07,1783.3,1735.9,-47.4,0,0.0,0.12,25.6,0.248,-0.033,28.5,0.92,0.9,0.91,6,1.0,0.94,0,0.97,1.0
2023-10-08,1783.3,1127.2,-656.1,1,0.0,0.12,23.6,0.249,-0.052,26.5,0.92,0.43,0.67,5,0.83,0.94,0,0.97,0.88
2023-10-09,1783.3,1601.1,-182.2,1,0.0,0.12,15.5,0.238,-0.07,20.0,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2023-10-10,1783.3,1517.8,-265.5,1,0.0,0.12,26.3,0.216,-0.028,29.2,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.87
2023-10-11,1783.3,1701.0,-82.3,0,0.0,0.12,26.6,0.215,-0.068,29.5,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.95
2023-10-12,1783.3,1388.1,-395.2,1,0.0,0.12,23.2,0.252,-0.006,26.1,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.91
2023-10-13,1783.3,1514.1,-269.2,1,0.0,0.12,17.7,0.253,-0.01,20.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.91
2023-10-14,1783.3,1639.8,-143.5,0,0.0,0.12,23.4,0.261,-0.055,26.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.89
2023-10-15,1783.3,1672.8,-110.5,0,0.0,0.12,27.6,0.281,-0.063,30.5,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2023-10-16,1783.3,1187.6,-595.7,1,0.0,0.12,19.1,0.25,-0.054,22.0,0.92,0.35,0.63,5,0.83,0.94,0,0.97,0.92
2023-10-17,1783.3,1647.7,-135.6,0,0.0,0.12,24.5,0.284,-0.043,27.4,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2023-10-18,1783.3,1459.6,-323.7,1,0.0,0.12,26.2,0.245,-0.055,29.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.85
2023-10-19,1783.3,1237.8,-545.5,1,0.0,0.12,20.9,0.251,-0.034,23.8,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.94
2023-10-20,1783.3,1234.7,-548.6,1,0.0,0.12,27.3,0.265,-0.071,30.2,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.88
2023-10-21,1783.3,1257.0,-526.3,1,0.0,0.12,29.4,0.238,-0.055,32.3,0.92,0.56,0.74,6,1.0,0.94,0,0.97,0.87
2023-10-22,1783.3,1724.2,-59.1,0,0.0,0.12,21.9,0.286,-0.06,24.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.93
2023-10-23,1783.3,1259.8,-523.5,1,0.0,0.12,29.5,0.247,-0.014,32.4,0.92,0.47,0.69,6,1.0,0.94,0,0.97,0.86
2023-10-24,1783.3,1677.9,-105.4,0,0.0,0.12,22.4,0.248,-0.057,25.3,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2023-10-25,1783.3,1550.6,-232.7,1,0.0,0.12,26.2,0.226,-0.059,29.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.91
2023-10-26,1783.3,1676.8,-106.5,0,0.0,0.12,23.6,0.243,-0.053,26.5,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.94
2023-10-27,1783.3,1665.1,-118.2,0,0.0,0.12,17.5,0.232,-0.085,20.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2023-10-28,1783.3,1777.2,-6.1,0,0.0,0.12,18.7,0.234,-0.033,21.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.98
2023-10-29,1783.3,1805.9,22.6,0,0.0,0.12,27.1,0.275,-0.04,30.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,1.0
2023-10-30,1783.3,1695.5,-87.8,0,0.0,0.12,23.2,0.265,-0.047,26.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.93
2023-10-31,1783.3,1496.8,-286.5,1,0.0,0.12,20.7,0.26,-0.089,23.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.87
2023-11-01,1783.3,1446.8,-336.5,1,0.0,0.12,22.6,0.229,-0.04,25.5,0.56,0.9,0.73,5,0.83,0.94,0,0.97,0.98
2023-11-02,1783.3,1188.5,-594.8,1,0.0,0.12,28.1,0.218,-0.083,31.0,0.42,0.9,0.66,5,0.83,0.94,0,0.97,0.93
2023-11-03,1783.3,1584.2,-199.1,1,0.0,0.12,24.2,0.237,-0.015,27.1,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.85
2023-11-04,1783.3,1690.3,-93.0,0,0.0,0.12,18.7,0.241,-0.031,21.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.95
2023-11-05,1783.3,1322.2,-461.1,1,0.0,0.12,22.1,0.25,-0.047,25.0,0.92,0.56,0.74,6,1.0,0.94,0,0.97,0.88
2023-11-06,1783.3,1120.2,-663.1,1,0.0,0.12,16.8,0.283,-0.053,20.0,0.92,0.43,0.67,6,1.0,0.94,0,0.97,0.82
2023-11-07,1783.3,1442.8,-340.5,1,0.0,0.12,22.4,0.22,-0.05,25.3,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.86
2023-11-08,1783.3,1736.4,-46.9,0,0.0,0.12,27.8,0.253,-0.062,30.7,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.94
2023-11-09,1783.3,1564.2,-219.1,1,0.0,0.12,30.5,0.237,-0.045,33.4,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.9
2023-11-10,1783.3,1115.3,-668.0,1,0.0,0.12,22.3,0.23,-0.056,25.2,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.88
2023-11-11,1783.3,1381.5,-401.8,1,0.0,0.12,26.1,0.227,-0.052,29.0,0.92,0.52,0.72,5,0.83,0.94,0,0.97,0.94
2023-11-12,1783.3,1132.7,-650.6,1,0.0,0.12,20.7,0.258,-0.066,23.6,0.92,0.35,0.63,6,1.0,0.94,0,0.97,0.88
2023-11-13,1783.3,1255.9,-527.4,1,0.0,0.12,19.4,0.258,-0.097,22.3,0.92,0.9,0.91,6,1.0,0.73,0,0.97,0.86
2023-11-14,1783.3,1817.9,34.6,0,0.0,0.12,23.4,0.254,-0.057,26.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.98
2023-11-15,1783.3,1679.9,-103.4,0,0.0,0.12,26.8,0.259,-0.073,29.7,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.95
2023-11-16,1783.3,1755.6,-27.7,0,0.0,0.12,28.8,0.25,-0.059,31.7,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.94
2023-11-17,1783.3,1612.1,-171.2,1,0.0,0.12,21.6,0.263,-0.057,24.5,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.93
2023-11-18,1783.3,1572.5,-210.8,1,0.0,0.12,18.8,0.278,-0.078,21.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.91
2023-11-19,1783.3,1606.4,-176.9,1,0.0,0.12,27.0,0.26,-0.074,29.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2023-11-20,1783.3,1273.2,-510.1,1,0.0,0.12,21.5,0.223,-0.068,24.4,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.9
2023-11-21,1783.3,1203.5,-579.8,1,3.2,0.136,27.8,0.244,-0.073,30.6,0.92,0.9,0.91,4,0.67,0.94,0,0.96,0.88
2023-11-22,1783.3,1375.8,-407.5,1,0.0,0.12,22.6,0.246,-0.047,25.5,0.92,0.57,0.75,6,1.0,0.94,0,0.97,0.93
2023-11-23,1783.3,1458.8,-324.5,1,0.0,0.12,16.8,0.246,-0.005,20.0,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.89
2023-11-24,1783.3,1362.8,-420.5,1,0.0,0.12,17.7,0.273,-0.041,20.6,0.92,0.51,0.71,5,0.83,0.94,0,0.97,0.95
2023-11-25,1783.3,1651.3,-132.0,0,0.9,0.124,27.7,0.253,-0.047,30.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2023-11-26,1783.3,1255.8,-527.5,1,0.0,0.12,22.3,0.233,-0.029,25.2,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.93
2023-11-27,1783.3,1231.1,-552.2,1,0.0,0.12,20.3,0.258,-0.035,23.2,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.89
2023-11-28,1783.3,1704.1,-79.2,0,2.1,0.131,26.4,0.26,-0.016,29.3,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.92
2023-11-29,1783.3,1751.5,-31.8,0,2.8,0.134,28.8,0.238,-0.038,31.7,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.93
2023-11-30,1783.3,1258.0,-525.3,1,0.0,0.12,22.9,0.249,-0.041,25.8,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.93
2023-12-01,1783.3,1612.2,-171.1,1,0.0,0.12,30.8,0.253,-0.016,33.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2023-12-02,1783.3,1350.2,-433.1,1,0.0,0.12,30.8,0.256,-0.069,33.7,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.92
2023-12-03,1783.3,1646.5,-136.8,0,0.0,0.12,27.8,0.252,-0.065,30.7,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.92
2023-12-04,1783.3,1717.9,-65.4,0,0.0,0.12,31.5,0.259,-0.06,34.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.99
2023-12-05,1783.3,1213.9,-569.4,1,0.0,0.12,25.9,0.246,-0.037,28.8,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.86
2023-12-06,1783.3,1656.8,-126.5,0,0.0,0.12,31.1,0.235,-0.032,34.0,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2023-12-07,1783.3,1772.9,-10.4,0,0.6,0.123,27.4,0.262,-0.069,30.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2023-12-08,1783.3,1510.3,-273.0,1,0.0,0.12,23.7,0.276,-0.054,26.6,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.88
2023-12-09,1783.3,1649.9,-133.4,0,0.0,0.12,27.3,0.235,-0.053,30.2,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2023-12-10,1783.3,1679.1,-104.2,0,4.6,0.143,22.3,0.241,-0.045,25.1,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.96
2023-12-11,1783.3,1880.1,96.8,0,0.0,0.12,29.7,0.22,-0.074,32.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,1.0
2023-12-12,1783.3,888.8,-894.5,1,0.0,0.12,22.9,0.251,-0.06,25.8,0.92,0.9,0.91,4,0.67,0.94,1,0.97,0.94
2023-12-13,1783.3,1464.4,-318.9,1,0.0,0.12,21.2,0.265,-0.073,24.1,0.55,0.9,0.72,6,1.0,0.94,0,0.97,0.99
2023-12-14,1783.3,1549.1,-234.2,1,1.9,0.129,29.1,0.258,-0.047,31.9,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.87
2023-12-15,1783.3,1355.8,-427.5,1,0.0,0.12,23.9,0.261,-0.06,26.8,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.97
2023-12-16,1783.3,1328.5,-454.8,1,0.0,0.12,20.8,0.231,-0.042,23.7,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.98
2023-12-17,1783.3,1491.4,-291.9,1,0.0,0.12,24.9,0.255,-0.072,27.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.92
2023-12-18,1783.3,1212.7,-570.6,1,0.5,0.122,29.2,0.266,-0.032,32.1,0.92,0.9,0.91,5,0.83,0.94,1,0.97,0.94
2023-12-19,1783.3,1234.0,-549.3,1,0.0,0.12,21.2,0.226,-0.078,24.1,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.88
2023-12-20,1783.3,1356.0,-427.3,1,0.0,0.12,21.1,0.239,-0.062,24.0,0.67,0.9,0.78,6,1.0,0.94,0,0.97,0.87
2023-12-21,1783.3,1458.7,-324.6,1,0.3,0.121,22.0,0.276,-0.033,24.9,0.92,0.53,0.73,6,1.0,0.94,0,0.97,1.0
2023-12-22,1783.3,1606.9,-176.4,1,0.0,0.12,23.5,0.257,-0.07,26.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.9
2023-12-23,1783.3,1392.5,-390.8,1,0.0,0.12,18.5,0.275,-0.061,21.4,0.92,0.57,0.75,5,0.83,0.94,0,0.97,0.91
2023-12-24,1783.3,1609.3,-174.0,1,0.0,0.12,22.8,0.255,-0.045,25.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.97
2023-12-25,1783.3,1357.6,-425.7,1,0.0,0.12,21.5,0.257,-0.054,24.4,0.92,0.9,0.91,6,1.0,0.68,0,0.97,0.92
2023-12-26,1783.3,1753.0,-30.3,0,0.0,0.12,24.6,0.238,-0.039,27.5,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.94
2023-12-27,1783.3,1504.8,-278.5,1,0.0,0.12,26.9,0.245,-0.062,29.8,0.92,0.9,0.91,5,0.83,0.71,0,0.97,0.99
2023-12-28,1783.3,1594.6,-188.7,1,0.0,0.12,24.4,0.262,-0.06,27.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
